window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Neural_Net,abs_change,full,1971.69,2541.27,13.26,-0.1389,71.2%,90,150,83.3%,64.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Ridge_Residual_Hybrid,abs_change,full,1193.66,1545.51,8.66,0.5788,85.0%,90,150,76.7%,90.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Validation_Weighted_Ensemble,abs_change,full,1155.65,1461.83,8.34,0.6231,90.4%,90,150,80.0%,96.7%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Persistence,level,none,99.53,134.54,0.87,0.9897,N/A,93,147,N/A,N/A,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Naive_Mean_Change,abs_change,none,100.24,134.8,0.88,0.9897,38.8%,93,147,100.0%,0.0%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Ridge,abs_change,full,83.51,108.02,0.73,0.9934,87.9%,93,147,84.9%,89.8%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,XGBoost,abs_change,full,59.69,82.99,0.52,0.9961,99.2%,93,147,100.0%,98.6%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Neural_Net,abs_change,full,103.22,135.4,0.9,0.9896,81.2%,93,147,78.5%,83.0%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Ridge_Residual_Hybrid,abs_change,full,84.72,108.3,0.74,0.9933,89.6%,93,147,88.2%,90.5%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,1d,Validation_Weighted_Ensemble,abs_change,full,59.69,82.99,0.52,0.9961,99.2%,93,147,100.0%,98.6%,38.8%,61.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Persistence,level,none,476.49,652.47,4.28,0.7932,N/A,90,150,N/A,N/A,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Naive_Mean_Change,abs_change,none,482.02,655.16,4.33,0.7915,37.5%,90,150,100.0%,0.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Ridge,abs_change,full,394.72,492.69,3.51,0.8821,84.2%,90,150,85.6%,83.3%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,XGBoost,abs_change,full,353.17,466.63,3.05,0.8942,99.2%,90,150,100.0%,98.7%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Neural_Net,abs_change,full,476.34,604.36,4.14,0.8226,82.9%,90,150,86.7%,80.7%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Ridge_Residual_Hybrid,abs_change,full,392.93,491.09,3.49,0.8829,84.2%,90,150,87.8%,82.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,7d,Validation_Weighted_Ensemble,abs_change,full,319.26,415.7,2.8,0.9161,95.0%,90,150,94.4%,95.3%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Persistence,level,none,790.34,1065.76,7.3,0.5572,N/A,88,152,N/A,N/A,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Naive_Mean_Change,abs_change,none,802.36,1072.59,7.41,0.5515,36.7%,88,152,100.0%,0.0%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Ridge,abs_change,full,618.99,764.23,5.65,0.7723,85.0%,88,152,81.8%,86.8%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,XGBoost,abs_change,full,830.65,1105.18,7.02,0.5238,98.3%,88,152,100.0%,97.4%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Neural_Net,abs_change,full,776.19,1009.57,6.8,0.6026,79.2%,88,152,75.0%,81.6%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Ridge_Residual_Hybrid,abs_change,full,597.22,757.67,5.41,0.7762,87.5%,88,152,89.8%,86.2%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,14d,Validation_Weighted_Ensemble,abs_change,full,568.43,699.73,5.07,0.8091,92.1%,88,152,96.6%,89.5%,36.7%,63.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Persistence,level,none,1263.14,1727.63,12.63,0.2978,N/A,91,149,N/A,N/A,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Naive_Mean_Change,abs_change,none,1292.06,1751.61,12.87,0.2782,37.9%,91,149,100.0%,0.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Ridge,abs_change,full,920.99,1310.93,9.45,0.5957,87.9%,91,149,85.7%,89.3%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,XGBoost,abs_change,full,1027.78,1254.01,9.36,0.6301,100.0%,91,149,100.0%,100.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Neural_Net,abs_change,full,1380.03,1725.58,13.25,0.2995,71.2%,91,149,79.1%,66.4%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Ridge_Residual_Hybrid,abs_change,full,939.15,1320.96,9.48,0.5895,86.7%,91,149,89.0%,85.2%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,handy,30d,Validation_Weighted_Ensemble,abs_change,full,864.82,1083.58,8.47,0.7238,97.1%,91,149,92.3%,100.0%,37.9%,62.1%,240
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Persistence,level,none,306.98,410.56,1.93,0.9906,N/A,129,107,N/A,N/A,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Naive_Mean_Change,abs_change,none,306.8,410.41,1.93,0.9906,54.2%,129,107,100.0%,0.0%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Ridge,abs_change,full,177.55,244.74,1.14,0.9967,96.2%,129,107,96.9%,97.2%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,XGBoost,abs_change,full,162.68,229.38,1.03,0.9971,99.2%,129,107,100.0%,100.0%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Neural_Net,abs_change,full,263.68,337.92,1.71,0.9936,80.7%,129,107,76.7%,86.9%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Ridge_Residual_Hybrid,abs_change,full,178.42,234.76,1.14,0.9969,96.2%,129,107,96.9%,97.2%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,1d,Validation_Weighted_Ensemble,abs_change,full,160.32,221.86,1.01,0.9973,97.9%,129,107,98.4%,99.1%,54.2%,45.0%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Persistence,level,none,1417.76,1793.5,8.99,0.8091,N/A,134,104,N/A,N/A,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Naive_Mean_Change,abs_change,none,1415.73,1791.87,8.97,0.8095,56.3%,134,104,100.0%,0.0%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Ridge,abs_change,full,699.76,921.79,4.29,0.9496,94.1%,134,104,91.8%,97.1%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,XGBoost,abs_change,full,779.37,968.81,4.81,0.9443,100.0%,134,104,100.0%,100.0%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Neural_Net,abs_change,full,1029.15,1289.61,6.43,0.9013,85.7%,134,104,76.9%,97.1%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Ridge_Residual_Hybrid,abs_change,full,675.78,885.03,4.17,0.9535,95.4%,134,104,94.0%,97.1%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,7d,Validation_Weighted_Ensemble,abs_change,full,628.85,822.56,3.93,0.9598,97.1%,134,104,95.5%,99.0%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Persistence,level,none,2100.76,2779.1,13.53,0.4998,N/A,122,116,N/A,N/A,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Naive_Mean_Change,abs_change,none,2100.18,2774.82,13.52,0.5013,51.3%,122,116,100.0%,0.0%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Ridge,abs_change,full,1007.85,1330.68,6.16,0.8853,90.8%,122,116,91.0%,90.5%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,XGBoost,abs_change,full,1295.16,1620.0,7.64,0.83,99.2%,122,116,100.0%,98.3%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Neural_Net,abs_change,full,1546.68,1987.89,9.22,0.7441,75.6%,122,116,67.2%,84.5%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Ridge_Residual_Hybrid,abs_change,full,1009.52,1294.04,6.14,0.8915,93.7%,122,116,95.9%,91.4%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,14d,Validation_Weighted_Ensemble,abs_change,full,993.68,1279.95,5.98,0.8939,93.3%,122,116,95.1%,91.4%,51.3%,48.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Persistence,level,none,2749.37,3487.33,17.5,-0.1384,N/A,156,82,N/A,N/A,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Naive_Mean_Change,abs_change,none,2728.04,3467.32,17.31,-0.1254,65.5%,156,82,100.0%,0.0%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Ridge,abs_change,full,1318.38,1617.21,7.9,0.7552,90.8%,156,82,91.0%,90.2%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,XGBoost,abs_change,full,1275.71,1730.58,8.04,0.7197,98.7%,156,82,100.0%,96.3%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Neural_Net,abs_change,full,2184.66,2729.61,13.05,0.3026,76.9%,156,82,73.7%,82.9%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Ridge_Residual_Hybrid,abs_change,full,1319.88,1598.17,7.89,0.7609,91.6%,156,82,92.3%,90.2%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,kdci,30d,Validation_Weighted_Ensemble,abs_change,full,1217.72,1532.05,7.46,0.7803,95.4%,156,82,96.2%,93.9%,65.5%,34.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Persistence,level,none,872.53,1172.28,3.82,0.977,N/A,120,117,N/A,N/A,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Naive_Mean_Change,abs_change,none,872.49,1172.05,3.82,0.977,50.4%,120,117,100.0%,0.0%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Ridge,abs_change,full,523.77,725.89,2.39,0.9912,95.0%,120,117,96.7%,94.0%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,XGBoost,abs_change,full,470.09,661.13,2.11,0.9927,99.2%,120,117,100.0%,99.1%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Neural_Net,abs_change,full,705.79,902.1,3.27,0.9864,89.1%,120,117,90.0%,88.9%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Ridge_Residual_Hybrid,abs_change,full,519.51,674.68,2.37,0.9924,97.9%,120,117,97.5%,99.1%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,1d,Validation_Weighted_Ensemble,abs_change,full,477.46,653.55,2.16,0.9929,98.7%,120,117,100.0%,98.3%,50.4%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Persistence,level,none,3710.27,4754.07,16.37,0.5973,N/A,126,112,N/A,N/A,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Naive_Mean_Change,abs_change,none,3709.93,4753.53,16.37,0.5974,52.9%,126,112,100.0%,0.0%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Ridge,abs_change,full,1992.58,2826.99,8.77,0.8576,93.3%,126,112,91.3%,95.5%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,XGBoost,abs_change,full,2034.98,2722.1,8.87,0.868,96.2%,126,112,100.0%,92.0%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Neural_Net,abs_change,full,3096.49,3945.42,13.81,0.7227,79.4%,126,112,61.1%,100.0%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Ridge_Residual_Hybrid,abs_change,full,1993.18,2714.96,8.91,0.8687,96.2%,126,112,96.0%,96.4%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,7d,Validation_Weighted_Ensemble,abs_change,full,1937.9,2693.39,8.42,0.8708,96.6%,126,112,95.2%,98.2%,52.9%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Persistence,level,none,5403.82,7126.93,24.05,0.0302,N/A,115,123,N/A,N/A,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Naive_Mean_Change,abs_change,none,5405.55,7121.86,24.04,0.0316,48.3%,115,123,100.0%,0.0%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Ridge,abs_change,full,2795.83,3915.14,11.97,0.7073,95.8%,115,123,97.4%,94.3%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,XGBoost,abs_change,full,3527.22,4295.11,14.89,0.6478,96.2%,115,123,100.0%,92.7%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Neural_Net,abs_change,full,3544.39,4331.61,15.44,0.6418,91.6%,115,123,92.2%,91.1%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Ridge_Residual_Hybrid,abs_change,full,2872.21,3866.47,12.31,0.7146,97.5%,115,123,97.4%,97.6%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,14d,Validation_Weighted_Ensemble,abs_change,full,2785.66,3673.81,11.93,0.7423,95.0%,115,123,96.5%,93.5%,48.3%,51.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Persistence,level,none,5771.69,7561.85,25.99,-0.5127,N/A,140,98,N/A,N/A,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Naive_Mean_Change,abs_change,none,5753.97,7531.03,25.83,-0.5004,58.8%,140,98,100.0%,0.0%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Ridge,abs_change,full,3585.38,4720.77,15.22,0.4104,88.7%,140,98,89.3%,87.8%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,XGBoost,abs_change,full,3917.24,4672.37,15.94,0.4225,95.0%,140,98,98.6%,89.8%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Neural_Net,abs_change,full,5622.51,6846.71,24.1,-0.2401,78.2%,140,98,78.6%,77.6%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Ridge_Residual_Hybrid,abs_change,full,3620.79,4680.78,15.28,0.4204,90.3%,140,98,90.0%,90.8%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,cape,30d,Validation_Weighted_Ensemble,abs_change,full,3461.59,4422.02,14.46,0.4827,92.9%,140,98,94.3%,90.8%,58.8%,41.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Persistence,level,none,222.23,314.96,1.73,0.9919,N/A,121,117,N/A,N/A,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Naive_Mean_Change,abs_change,none,222.2,314.89,1.73,0.9919,50.8%,121,117,100.0%,0.0%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Ridge,abs_change,full,151.08,210.93,1.19,0.9964,94.5%,121,117,97.5%,91.5%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,XGBoost,abs_change,full,136.19,205.81,1.06,0.9966,99.6%,121,117,100.0%,99.1%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Neural_Net,abs_change,full,236.26,299.62,1.91,0.9927,74.4%,121,117,62.8%,86.3%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Ridge_Residual_Hybrid,abs_change,full,152.02,207.6,1.19,0.9965,97.5%,121,117,100.0%,94.9%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,1d,Validation_Weighted_Ensemble,abs_change,full,141.02,202.57,1.1,0.9967,99.2%,121,117,100.0%,98.3%,50.8%,49.2%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Persistence,level,none,1089.7,1423.75,8.48,0.8235,N/A,136,102,N/A,N/A,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Naive_Mean_Change,abs_change,none,1088.16,1422.86,8.46,0.8237,57.1%,136,102,100.0%,0.0%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Ridge,abs_change,full,727.48,977.75,5.41,0.9167,89.1%,136,102,97.1%,78.4%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,XGBoost,abs_change,full,603.22,812.27,4.6,0.9425,100.0%,136,102,100.0%,100.0%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Neural_Net,abs_change,full,1073.58,1291.92,8.08,0.8546,67.2%,136,102,55.1%,83.3%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Ridge_Residual_Hybrid,abs_change,full,762.35,995.13,5.59,0.9138,90.8%,136,102,100.0%,78.4%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,7d,Validation_Weighted_Ensemble,abs_change,full,609.4,820.0,4.6,0.9414,99.6%,136,102,100.0%,99.0%,57.1%,42.9%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Persistence,level,none,1617.58,2188.68,12.32,0.5325,N/A,141,97,N/A,N/A,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Naive_Mean_Change,abs_change,none,1613.51,2185.94,12.27,0.5337,59.2%,141,97,100.0%,0.0%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Ridge,abs_change,full,983.79,1362.41,7.18,0.8189,85.7%,141,97,88.7%,81.4%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,XGBoost,abs_change,full,913.23,1284.57,6.62,0.839,99.2%,141,97,100.0%,97.9%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Neural_Net,abs_change,full,1464.42,1888.88,10.49,0.6518,72.3%,141,97,68.8%,77.3%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Ridge_Residual_Hybrid,abs_change,full,982.69,1322.67,7.17,0.8293,92.9%,141,97,95.7%,88.7%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,14d,Validation_Weighted_Ensemble,abs_change,full,903.36,1254.64,6.57,0.8464,97.1%,141,97,100.0%,92.8%,59.2%,40.8%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Persistence,level,none,2549.46,3121.01,18.96,-0.2357,N/A,168,70,N/A,N/A,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Naive_Mean_Change,abs_change,none,2526.02,3108.53,18.73,-0.2258,70.6%,168,70,100.0%,0.0%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Ridge,abs_change,full,1436.76,1816.09,9.94,0.5816,88.2%,168,70,88.1%,88.6%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,XGBoost,abs_change,full,1278.92,1729.0,8.85,0.6208,100.0%,168,70,100.0%,100.0%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Neural_Net,abs_change,full,1776.74,2242.81,12.43,0.3619,79.4%,168,70,75.0%,90.0%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Ridge_Residual_Hybrid,abs_change,full,1431.75,1773.15,9.83,0.6012,93.7%,168,70,93.5%,94.3%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,panamax,30d,Validation_Weighted_Ensemble,abs_change,full,1328.26,1662.07,9.16,0.6496,97.9%,168,70,98.2%,97.1%,70.6%,29.4%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Persistence,level,none,155.72,224.27,1.19,0.995,N/A,125,112,N/A,N/A,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Naive_Mean_Change,abs_change,none,155.59,224.22,1.19,0.995,52.5%,125,112,100.0%,0.0%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Ridge,abs_change,full,90.25,150.94,0.7,0.9977,95.8%,125,112,99.2%,92.9%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,XGBoost,abs_change,full,81.29,141.63,0.61,0.998,99.6%,125,112,100.0%,100.0%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Neural_Net,abs_change,full,126.92,190.47,0.98,0.9964,83.6%,125,112,81.6%,86.6%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Ridge_Residual_Hybrid,abs_change,full,90.52,148.3,0.7,0.9978,97.9%,125,112,99.2%,97.3%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,1d,Validation_Weighted_Ensemble,abs_change,full,80.43,140.5,0.61,0.998,99.6%,125,112,100.0%,100.0%,52.5%,47.1%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Persistence,level,none,883.76,1141.32,6.81,0.8667,N/A,125,113,N/A,N/A,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Naive_Mean_Change,abs_change,none,882.91,1140.8,6.8,0.8668,52.5%,125,113,100.0%,0.0%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Ridge,abs_change,full,482.99,678.85,3.74,0.9528,89.9%,125,113,95.2%,84.1%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,XGBoost,abs_change,full,451.53,619.08,3.44,0.9608,97.9%,125,113,100.0%,95.6%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Neural_Net,abs_change,full,538.95,698.02,4.17,0.9501,86.1%,125,113,88.0%,84.1%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Ridge_Residual_Hybrid,abs_change,full,477.03,671.52,3.7,0.9539,90.8%,125,113,96.0%,85.0%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,7d,Validation_Weighted_Ensemble,abs_change,full,394.63,562.06,3.05,0.9677,96.6%,125,113,98.4%,94.7%,52.5%,47.5%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Persistence,level,none,1351.47,1840.76,10.19,0.6353,N/A,134,104,N/A,N/A,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Naive_Mean_Change,abs_change,none,1347.76,1838.98,10.15,0.636,56.3%,134,104,100.0%,0.0%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,Ridge,abs_change,full,859.41,1179.05,6.53,0.8504,88.2%,134,104,89.6%,86.5%,56.3%,43.7%,238
Window_5,2016-01-04,2024-12-24,2025-01-02,2025-12-24,supramax,14d,XGBoost,abs_change,full,747.21,941.57,5.76,0.9046,97.1%,134,104,95.5%,99.0%,56.3%,43.7%,238
